ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
GV.OC-04 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OC,Organizational Context (GV.OC),"The circumstances - mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements - surrounding the organization's cybersecurity risk management decisions are understood",GV.OC-04,"Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated","Ex3: Establish and communicate resilience objectives (e.g., recovery time objectives) for delivering critical capabilities and services in various operating states (e.g., under attack, during recovery, normal operation)",Yes,,,,"CP-02(08),PM-08,PM-11,PM-30(01),RA-09",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,5,5,Evidence reviewed and approved,2024-09-15,Completed,1,5,Awaiting resource allocation,2024-12-15,Blocked,5,,
GV.OC-05 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OC,Organizational Context (GV.OC),"The circumstances - mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements - surrounding the organization's cybersecurity risk management decisions are understood",GV.OC-05,"Outcomes, capabilities, and services that the organization depends on are understood and communicated","Ex2: Identify and document external dependencies that are potential points of failure for the organization's critical capabilities and services, and share that information with appropriate personnel",Yes,,,,"PM-11,PM-30,RA-07,SA-09,SR-05",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,,,,,,0,5,,2024-12-15,Not Started,5,,
GV.OV-01 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OV,Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-01,Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,Ex2: Examine whether cybersecurity risk strategies that impede operations or innovation should be adjusted,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PM-09,PM-18,PM-30,PM-31,PS-01,PT-01,RA-01,RA-07,SA-01,SC-01,SI-01,SR-01,SR-06",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,0,5,,2024-09-15,Not Started,,,,,,5,,
GV.OV-02 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OV,Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,Ex1: Review audit findings to confirm whether the existing cybersecurity strategy has ensured compliance with internal and external requirements,Yes,,,,"PM-09,PM-19,PM-30,PM-31,RA-07,SR-06",,2,5,Remediation in progress,2024-03-15,In Progress,2,5,Testing in progress,2024-06-15,In Progress,3,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
GV.OV-03 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.OV,Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-03,Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,"Ex2: Review key risk indicators (KRIs) to identify risks the organization faces, including likelihood and potential impact",No,,,,"PM-04,PM-06,RA-07,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.PO-01 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.PO,Policy (GV.PO),"Organizational cybersecurity policy is established, communicated, and enforced",GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced","Ex5: Require personnel to acknowledge receipt of policy when first hired, annually, and whenever policy is updated",No,,,,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PS-01,PT-01,RA-01,SA-01,SC-01,SI-01,SR-01",,,,,,,,,,,,,,,,,,,,,,5,,
GV.PO-02 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.PO,Policy (GV.PO),"Organizational cybersecurity policy is established, communicated, and enforced",GV.PO-02,"Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission",Ex1: Update policy based on periodic reviews of cybersecurity risk management results to ensure that policy and supporting processes and procedures adequately maintain risk at an acceptable level,No,,,,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PS-01,PT-01,RA-01,SA-01,SC-01,SI-01,SR-01",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-01 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,"Ex2: Establish measurable objectives for cybersecurity risk management (e.g., manage the quality of user training, ensure adequate risk protection for industrial control systems)",Yes,,,,"PM-09,RA-07,SR-02",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,0,5,,2024-09-15,Not Started,,,,,,5,,
GV.RM-02 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained",Ex3: Refine organizational objectives and risk appetite periodically based on known risk exposure and residual risk,Yes,,,,PM-09,,3,5,Awaiting auditor review,2024-03-15,Pending Review,4,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
GV.RM-03 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,Ex2: Include cybersecurity risk managers in enterprise risk management planning,No,,,,"PM-03,PM-09,PM-30,RA-07,SR-02",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-04 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-04,Strategic direction that describes appropriate risk response options is established and communicated,Ex2: Determine whether to purchase cybersecurity insurance,Yes,,,,"PM-09,PM-28,PM-30,SR-02",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
GV.RM-05 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-05,"Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties","Ex1: Determine how to update senior executives, directors, and management on the organization's cybersecurity posture at agreed-upon intervals",Yes,,,,"PM-09,PM-30",,2,5,Remediation in progress,2024-03-15,In Progress,1,5,Budget constraints,2024-06-15,Blocked,,,,,,,,,,,5,,
GV.RM-06 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-06,"A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated","Ex2: Create and use templates (e.g., a risk register) to document cybersecurity risk information (e.g., risk description, exposure, treatment, and ownership)",No,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-07 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-07,"Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions","Ex3: Calculate, document, and prioritize positive risks alongside negative risks",No,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RR-01 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving",Ex4: Conduct reviews to ensure adequate authority and coordination among those responsible for managing cybersecurity risk,Yes,,,,"PM-02,PM-19,PM-23,PM-24,PM-29",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,,,,,,4,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
GV.RR-02 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-02,"Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced",Ex1: Document risk management roles and responsibilities in policy,Yes,,,,"PM-02,PM-13,PM-19,PM-23,PM-24,PM-29",,0,5,,2024-03-15,Not Started,6,5,Control operating as expected,2024-06-15,Completed,5,5,Evidence reviewed and approved,2024-09-15,Completed,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
GV.RR-03 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-03,"Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies","Ex3: Provide adequate and sufficient people, process, and technical resources to support the cybersecurity strategy",Yes,,,,PM-03,,3,5,Remediation in progress,2024-03-15,In Progress,0,5,,2024-06-15,Not Started,2,5,Configuration updates being applied,2024-09-15,In Progress,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
GV.RR-04 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-04,Cybersecurity is included in human resources practices,"Ex4: Define and enforce obligations for personnel to be aware of, adhere to, and uphold security policies as they relate to their roles",Yes,,,,"PM-13,PS-01,PS-07,PS-09",,3,5,Remediation in progress,2024-03-15,In Progress,3,5,Testing in progress,2024-06-15,In Progress,4,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
GV.SC-01 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders","Ex3: Develop and implement program processes based on the strategy, objectives, policies, and procedures that are agreed upon and performed by the organizational stakeholders",No,,,,"PM-30,SR-02,SR-03",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-02 Ex7,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-02,"Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally",Ex7: Internally communicate cybersecurity supply chain risk management roles and responsibilities for third parties,Yes,,,,"SR-02,SR-03,SR-05",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,4,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
GV.SC-03 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes",Ex2: Establish integrated control sets for cybersecurity risk management and cybersecurity supply chain risk management,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PM-09,PM-18,PM-30,PM-31,PS-01,PT-01,RA-01,RA-03,RA-07,SA-01,SC-01,SI-01,SR-01,SR-02,SR-03",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,,,,,,,,,,,5,,
GV.SC-04 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-04,Suppliers are known and prioritized by criticality,"Ex1: Develop criteria for supplier criticality based on, for example, the sensitivity of data processed or possessed by suppliers, the degree of access to the organization's systems, and the importance of the products or services to the organization's mission",No,,,,"RA-09,SA-09,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
GV.SC-05 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",Ex2: Include all cybersecurity and supply chain requirements that third parties must follow and how compliance with the requirements may be verified in default contractual language,Yes,,,,"SA-04,SA-09,SR-03,SR-05,SR-06,SR-10",,4,5,Awaiting auditor review,2024-03-15,Pending Review,2,5,Testing in progress,2024-06-15,In Progress,6,5,Evidence reviewed and approved,2024-09-15,Completed,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
GV.SC-06 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,Ex3: Conduct supplier risk assessments against business and applicable cybersecurity requirements,Yes,,,,"SA-04,SA-09,SR-05,SR-06",,0,5,,2024-03-15,Not Started,6,5,Control operating as expected,2024-06-15,Completed,2,5,Configuration updates being applied,2024-09-15,In Progress,0,5,,2024-12-15,Not Started,5,,
GV.SC-07 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship","Ex2: Evaluate third parties' evidence of compliance with contractual cybersecurity requirements, such as self-attestations, warranties, certifications, and other artifacts",Yes,,,,"RA-09,SA-04,SA-09,SR-03,SR-06",,4,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,,,,,,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
GV.SC-08 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",Ex2: Identify and document the roles and responsibilities of the organization and its suppliers for incident response,Yes,,,,"CP-01,IR-01,SA-04,SA-09,SR-02,SR-03,SR-08",,2,5,Remediation in progress,2024-03-15,In Progress,3,5,Testing in progress,2024-06-15,In Progress,3,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
GV.SC-09 Ex5,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",Ex5: Policies and procedure require checking upgrades to critical hardware for unauthorized changes,Yes,,,,"PM-09,PM-19,PM-28,PM-30,PM-31,RA-03,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,0,5,,2024-03-15,Not Started,1,5,Budget constraints,2024-06-15,Blocked,6,5,Evidence reviewed and approved,2024-09-15,Completed,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
GV.SC-10 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.SC,Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,Ex3: Verify that supplier access to organization resources is deactivated promptly when it is no longer needed,No,,,,"PM-31,RA-03,RA-05,RA-07,SA-04,SA-09,SR-02,SR-03,SR-05,SR-06",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-01 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-01,Inventories of hardware managed by the organization are maintained,"Ex1: Maintain inventories for all types of hardware, including IT, IoT, OT, and mobile devices",Yes,,,,"CM-08,PM-05",,3,5,Awaiting auditor review,2024-03-15,Pending Review,0,5,,2024-06-15,Not Started,,,,,,0,5,,2024-12-15,Not Started,5,,
ID.AM-02 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained","Ex2: Constantly monitor all platforms, including containers and virtual machines, for software and service inventory changes",Yes,,,,"AC-20,CM-08,PM-05,SA-05,SA-09",,0,5,,2024-03-15,Not Started,0,5,,2024-06-15,Not Started,2,5,Configuration updates being applied,2024-09-15,In Progress,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
ID.AM-03 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,"Ex4: Maintain documentation of expected network ports, protocols, and services that are typically used among authorized systems",Yes,,,,"AC-04,CA-03,CA-09,PL-02,PL-08,PM-07",,4,5,Awaiting auditor review,2024-03-15,Pending Review,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
ID.AM-04 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-04,Inventories of services provided by suppliers are maintained,"Ex1: Inventory all external services used by the organization, including third-party infrastructure-as-a-service (IaaS), platform-as-a-service (PaaS), and software-as-a-service (SaaS) offerings; APIs; and other externally hosted application services",Yes,,,,"AC-20,SA-09,SR-02",,2,5,Remediation in progress,2024-03-15,In Progress,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
ID.AM-05 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",Ex1: Define criteria for prioritizing each class of assets,Yes,,,,"RA-02,RA-03,RA-09",,0,5,,2024-03-15,Not Started,0,5,,2024-06-15,Not Started,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
ID.AM-07 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex3: Assign data classifications to designated data types through tags or labels,No,,,,"CM-12,CM-13,SI-12",,,,,,,,,,,,,,,,,,,,,,5,,
ID.AM-08 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.AM,Asset Management (ID.AM),"Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles","Ex3: Identify unofficial uses of technology to meet mission objectives (i.e., shadow IT)",No,,,,"CM-09,CM-13,MA-02,MA-06,PL-02,PM-22,PM-23,SA-03,SA-04,SA-08,SA-22,SI-12,SI-18,SR-05,SR-12",,,,,,,,,,,,,,,,,,,,,,5,,
ID.IM-01 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex1: Perform self-assessments of critical services that take current threats and TTPs into consideration,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SA-17(06),SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,6,5,Evidence reviewed and approved,2024-09-15,Completed,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
ID.IM-02 Ex6,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",Ex6: Collect and analyze performance metrics using security tools and services to inform improvements to the cybersecurity program,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,CP-04,IA-01,IR-01,IR-03,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,1,5,Pending vendor support,2024-03-15,Blocked,,,,,,3,5,Final review scheduled,2024-09-15,Pending Review,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
ID.IM-03 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",Ex3: Use metrics to assess operational cybersecurity performance over time,Yes,,,,"AC-01,AT-01,AU-01,CA-01,CA-02,CA-05,CA-07,CA-08,CM-01,CP-01,CP-02,IA-01,IR-01,IR-04,IR-08,MA-01,MP-01,PE-01,PL-01,PL-02,PM-01,PM-04,PM-31,PS-01,PT-01,RA-01,RA-03,RA-05,RA-07,SA-01,SA-04,SA-08,SA-11,SC-01,SI-01,SI-02,SI-04,SR-01,SR-05",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
ID.IM-04 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved","Ex1: Establish contingency plans (e.g., incident response, business continuity, disaster recovery) for responding to and recovering from adverse events that can interfere with operations, expose confidential information, or otherwise endanger the organization's mission and viability",Yes,,,,"CP-02,IR-08,PL-02,SR-02",,3,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,,,,,,,,,,,5,,
ID.RA-01 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",Ex1: Use vulnerability management technologies to identify unpatched and misconfigured software,No,,,,"CA-02,CA-07,CA-08,RA-03,RA-05,SA-11(02),SA-15(07),SA-15(08),SI-04,SI-05",,,,,,,,,,,,,,,,,,,,,,5,,
ID.RA-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,Ex1: Configure cybersecurity tools and technologies with detection or response capabilities to securely ingest cyber threat intelligence feeds,No,,,,"PM-15,PM-16,SI-05",,,,,,,,,,,,,,,,,,,,,,5,,
ID.RA-03 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-03,Internal and external threats to the organization are identified and recorded,Ex3: Implement processes for identifying internal threat actors,No,,,,"PM-12,PM-16,RA-03,SI-05",,,,,,,,,,,,,,,,,,,,,,5,,
