ID,Function,Function Description,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,Control Implementation Description,Test Procedure(s),Observations,Current State Score,Desired State Score,Testing Status
PR.IR-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-02,The organization's technology assets are protected from environmental threats,Ex2: Include protection from environmental threats and provisions for adequate operating infrastructure in requirements for service providers that operate systems on the organization's behalf,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.IR-03 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex1: Avoid single points of failure in systems and infrastructure,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.IR-03 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex2: Use load balancing to increase capacity and improve reliability,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.IR-03 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex3: Use high-availability components like redundant storage and power supplies to improve system reliability,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.IR-04 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04,Adequate resource capacity to ensure availability is maintained,"Ex1: Monitor usage of storage, power, compute, network bandwidth, and other resources",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.IR-04 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04,Adequate resource capacity to ensure availability is maintained,"Ex2: Forecast future needs, and scale resources accordingly",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-01 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01,Networks and network services are monitored to find potentially adverse events,"Ex1: Monitor DNS, BGP, and other network services for adverse events",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-01 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01,Networks and network services are monitored to find potentially adverse events,Ex2: Monitor wired and wireless networks for connections from unauthorized endpoints,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-01 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01,Networks and network services are monitored to find potentially adverse events,Ex3: Monitor facilities for unauthorized or rogue wireless networks,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-01 Ex4,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01,Networks and network services are monitored to find potentially adverse events,Ex4: Compare actual network flows against baselines to detect deviations,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-01 Ex5,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01,Networks and network services are monitored to find potentially adverse events,Ex5: Monitor network communications to identify changes in security postures for zero trust purposes,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-02 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-02,The physical environment is monitored to find potentially adverse events,"Ex1: Monitor logs from physical access control systems (e.g., badge readers) to find unusual access patterns (e.g., deviations from the norm) and failed access attempts",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-02 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-02,The physical environment is monitored to find potentially adverse events,"Ex2: Review and monitor physical access records (e.g., from visitor registration, sign-in sheets)",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-02 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-02,The physical environment is monitored to find potentially adverse events,"Ex3: Monitor physical access controls (e.g., locks, latches, hinge pins, alarms) for signs of tampering",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-02 Ex4,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-02,The physical environment is monitored to find potentially adverse events,"Ex4: Monitor the physical environment using alarm systems, cameras, and security guards",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-03 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,Ex1: Use behavior analytics software to detect anomalous user activity to mitigate insider threats,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-03 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,Ex2: Monitor logs from logical access control systems to find unusual access patterns and failed access attempts,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-03 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,"Ex3: Continuously monitor deception technology, including user accounts, for any usage",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-06 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-06,External service provider activities and services are monitored to find potentially adverse events,Ex1: Monitor remote and onsite administration and maintenance activities that external providers perform on organizational systems,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-06 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-06,External service provider activities and services are monitored to find potentially adverse events,"Ex2: Monitor activity from cloud-based services, internet service providers, and other service providers for deviations from expected behavior",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-09 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events","Ex1: Monitor email, web, file sharing, collaboration services, and other common attack vectors to detect malware, phishing, data leaks and exfiltration, and other adverse events",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-09 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Ex2: Monitor authentication attempts to identify attacks against credentials and unauthorized credential reuse,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-09 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Ex3: Monitor software configurations for deviations from security baselines,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-09 Ex4,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Ex4: Monitor hardware and software for signs of tampering,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.CM-09 Ex5,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Continuous Monitoring (DE.CM),"Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events","Ex5: Use technologies with a presence on endpoints to detect cyber health issues (e.g., missing patches, malware infections, unauthorized software), and redirect the endpoints to a remediation environment before access is authorized",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-02 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,Ex1: Use security information and event management (SIEM) or other tools to continuously monitor log events for known malicious and suspicious activity,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-02 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,"Ex2: Utilize up-to-date cyber threat intelligence in log analysis tools to improve detection accuracy and characterize threat actors, their methods, and indicators of compromise",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-02 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,Ex3: Regularly conduct manual reviews of log events for technologies that cannot be sufficiently monitored through automation,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-02 Ex4,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,Ex4: Use log analysis tools to generate reports on their findings,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-03 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03,Information is correlated from multiple sources,Ex1: Constantly transfer log data generated by other sources to a relatively small number of log servers,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-03 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03,Information is correlated from multiple sources,"Ex2: Use event correlation technology (e.g., SIEM) to collect information captured by multiple sources",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-03 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03,Information is correlated from multiple sources,Ex3: Utilize cyber threat intelligence to help correlate events among log sources,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-04 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-04,The estimated impact and scope of adverse events are understood,"Ex1: Use SIEMs or other tools to estimate impact and scope, and review and refine the estimates",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-04 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-04,The estimated impact and scope of adverse events are understood,Ex2: A person creates their own estimates of impact and scope,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-06 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06,Information on adverse events is provided to authorized staff and tools,"Ex1: Use cybersecurity software to generate alerts and provide them to the security operations center (SOC), incident responders, and incident response tools",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-06 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06,Information on adverse events is provided to authorized staff and tools,Ex2: Incident responders and other authorized personnel can access log analysis findings at all times,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-06 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06,Information on adverse events is provided to authorized staff and tools,Ex3: Automatically create and assign tickets in the organization's ticketing system when certain types of alerts occur,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-06 Ex4,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06,Information on adverse events is provided to authorized staff and tools,Ex4: Manually create and assign tickets in the organization's ticketing system when technical staff discover indicators of compromise,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-07 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,"Ex1: Securely provide cyber threat intelligence feeds to detection technologies, processes, and personnel",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-07 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,"Ex2: Securely provide information from asset inventories to detection technologies, processes, and personnel",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-07 Ex3,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,"Ex3: Rapidly acquire and analyze vulnerability disclosures for the organization's technologies from suppliers, vendors, and third-party security advisories",Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-08 Ex1,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,Ex1: Apply incident criteria to known and assumed characteristics of activity in order to determine whether an incident should be declared,Yes,Gerry,"Jason, James",Steve,,,,,,
DE.AE-08 Ex2,DETECT (DE),Possible cybersecurity attacks and compromises are found and analyzed,Adverse Event Analysis (DE.AE),"Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,Ex2: Take known false positives into account when applying incident criteria,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-01 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex1: Detection technologies automatically report confirmed incidents,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-01 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex2: Request incident response assistance from the organization's incident response outsourcer,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-01 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex3: Designate an incident lead for each incident,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-01 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,"Ex4: Initiate execution of additional cybersecurity plans as needed to support incident response (for example, business continuity and disaster recovery)",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-02 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-02,Incident reports are triaged and validated,Ex1: Preliminarily review incident reports to confirm that they are cybersecurity-related and necessitate incident response activities,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-02 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-02,Incident reports are triaged and validated,Ex2: Apply criteria to estimate the severity of an incident,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-03 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-03,Incidents are categorized and prioritized,"Ex1: Further review and categorize incidents based on the type of incident (e.g., data breach, ransomware, DDoS, account compromise)",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-03 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-03,Incidents are categorized and prioritized,"Ex2: Prioritize incidents based on their scope, likely impact, and time-critical nature",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-03,Incidents are categorized and prioritized,Ex3: Select incident response strategies for active incidents by balancing the need to quickly recover from an incident with the need to observe the attacker or conduct a more thorough investigation,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-04 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-04,Incidents are escalated or elevated as needed,Ex1: Track and validate the status of all ongoing incidents,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-04 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-04,Incidents are escalated or elevated as needed,Ex2: Coordinate incident escalation or elevation with designated internal and external stakeholders,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-05 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-05,The criteria for initiating incident recovery are applied,Ex1: Apply incident recovery criteria to known and assumed characteristics of the incident to determine whether incident recovery processes should be initiated,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.MA-05 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA),Responses to detected cybersecurity incidents are managed,RS.MA-05,The criteria for initiating incident recovery are applied,Ex2: Take the possible operational disruption of incident recovery activities into account,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-03 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex1: Determine the sequence of events that occurred during the incident and which assets and resources were involved in each event,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-03 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex2: Attempt to determine what vulnerabilities, threats, and threat actors were directly or indirectly involved in the incident",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex3: Analyze the incident to find the underlying, systemic root causes",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-03 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex4: Check any cyber deception technology for additional information on attacker behavior,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-06 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-06,"Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved","Ex1: Require each incident responder and others (e.g., system administrators, cybersecurity engineers) who perform incident response tasks to record their actions and make the record immutable",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-06 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-06,"Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved",Ex2: Require the incident lead to document the incident in detail and be responsible for preserving the integrity of the documentation and the sources of all information being reported,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-07 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-07,"Incident data and metadata are collected, and their integrity and provenance are preserved","Ex1: Collect, preserve, and safeguard the integrity of all pertinent incident data and metadata (e.g., data source, date/time of collection) based on evidence preservation and chain-of-custody procedures",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-08 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-08,An incident's magnitude is estimated and validated,Ex1: Review other potential targets of the incident to search for indicators of compromise and evidence of persistence,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.AN-08 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-08,An incident's magnitude is estimated and validated,Ex2: Automatically run tools on targets to look for indicators of compromise and evidence of persistence,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-02 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,"Ex1: Follow the organization's breach notification procedures after discovering a data breach incident, including notifying affected customers",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-02 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,Ex2: Notify business partners and customers of incidents in accordance with contractual requirements,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-02 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,Ex3: Notify law enforcement agencies and regulatory bodies of incidents based on criteria in the incident response plan and management approval,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-03 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex1: Securely share information consistent with response plans and information sharing agreements,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-03 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,"Ex2: Voluntarily share information about an attacker's observed TTPs, with all sensitive data removed, with an Information Sharing and Analysis Center (ISAC)",Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex3: Notify HR when malicious insider activity occurs,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-03 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex4: Regularly update senior leadership on the status of major incidents,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-03 Ex5,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex5: Follow the rules and protocols defined in contracts for incident information sharing between the organization and its suppliers,Yes,Gerry,"Jason, James",Steve,,,,,,
RS.CO-03 Ex6,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex6: Coordinate crisis communication methods between the organization and its critical suppliers,Yes,Gerry,"Jason, James",Steve,,,,,,
